player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
356,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,90.0,0.0,0.0,,,0.01,,,,0.0,54.0,43.0,91.0,0.0,9.0,,,2.0,40.0,0.0,0.0,4.0,0.0,6.0,5.0,1.0,2.0,3.0,0.0,0.0,2.0,67.0,,1.0,,,,,,,,0.0,,,,,,,,,0,90,1,0.0,0,,,,,,,
350,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,90.0,,,,,,,,,,44.0,,,,8.0,,,,,0.0,0.0,8.0,,1.0,,,,,,,,,,0.0,3.0,1.0,0.67,-0.33,2.0,27.0,10.0,,0.0,,2.0,,,,,,0,90,1,0.0,0,,,,,,,
352,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
351,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
378,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
375,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
364,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,2.0,0.0,0.0,,,0.01,,,,0.0,10.0,5.0,100.0,0.0,1.0,,,,,0.0,2.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,88,90,0,0.0,0,,,,,,,
379,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,88.0,0.0,1.0,2.0,0.16,0.02,0.0,,,9.0,26.0,5.0,50.0,2.0,,,,,,1.0,0.0,1.0,0.0,0.0,,0.0,3.0,5.0,2.0,33.0,1.0,50.0,,0.0,,,,,,,,2.0,,,,,,,,,0,88,1,0.0,0,,,,,,,
372,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,69.0,1.0,0.0,2.0,0.07,0.13,1.0,,,1.0,48.0,28.0,82.0,2.0,7.0,,,1.0,100.0,2.0,0.0,4.0,0.0,2.0,2.0,1.0,6.0,4.0,4.0,50.0,2.0,100.0,2.0,2.0,,,,,,,,1.0,,,,,,,0.34,,0,69,1,0.0,0,,,,,,,
368,26-27-champions-league-liverpool-vs-atlético-madrid-2026-09-08,90.0,1.0,0.0,1.0,0.2,0.24,1.0,,,3.0,86.0,52.0,91.0,5.0,4.0,2.0,25.0,4.0,80.0,2.0,1.0,5.0,0.0,0.0,,2.0,6.0,6.0,6.0,55.0,0.0,0.0,,1.0,,,,,,,,0.0,,,,,,,0.6,,0,90,1,0.0,0,,,,,,,
