player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
650,26-27-efl-cup-west-ham-united-vs-fulham-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0,,,,,,,
231,26-27-efl-cup-everton-vs-wolverhampton-wanderers-2026-09-08,90.0,0.0,0.0,2.0,0.07,0.02,0.0,,,1.0,84.0,69.0,91.0,0.0,5.0,,,0.0,0.0,0.0,0.0,6.0,0.0,5.0,5.0,0.0,3.0,1.0,0.0,0.0,3.0,100.0,,1.0,,,,,,,,0.0,,,,,,,,,0,91,0,0.0,0,,,,,,,
33,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,90.0,0.0,0.0,,,0.01,,,,0.0,70.0,54.0,86.0,0.0,10.0,,,4.0,44.0,2.0,1.0,3.0,0.0,3.0,3.0,0.0,2.0,1.0,2.0,67.0,0.0,,,1.0,,,,,,,,0.0,,,,,,,,,0,90,1,0.0,0,,,,,,,
91,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,78.0,0.0,0.0,,,0.01,,,,1.0,60.0,43.0,93.0,0.0,5.0,0.0,0.0,2.0,40.0,3.0,3.0,3.0,0.0,4.0,3.0,1.0,4.0,2.0,3.0,75.0,1.0,50.0,,0.0,,,,,,,,0.0,,,,,,,,,12,90,2,0.0,0,,,,,,,
56,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,69.0,2.0,0.0,3.0,1.24,,2.0,,,5.0,20.0,6.0,55.0,0.0,2.0,,,,,2.0,0.0,1.0,0.0,0.0,,1.0,3.0,4.0,3.0,60.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,,,,,,,1.82,,0,69,1,0.0,0,,,,,,,
228,26-27-efl-cup-everton-vs-wolverhampton-wanderers-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0,,,,,,,
37,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0,,,,,,,
233,26-27-efl-cup-everton-vs-wolverhampton-wanderers-2026-09-08,90.0,0.0,0.0,1.0,0.02,0.02,0.0,,,4.0,74.0,40.0,85.0,0.0,5.0,0.0,0.0,1.0,50.0,1.0,1.0,3.0,0.0,1.0,,2.0,5.0,6.0,4.0,44.0,1.0,50.0,2.0,2.0,,,,,,,,0.0,,,,,,,,,0,91,0,0.0,0,,,,,,,
51,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,79.0,0.0,1.0,2.0,0.16,0.18,0.0,,,2.0,30.0,12.0,86.0,1.0,2.0,1.0,100.0,2.0,100.0,2.0,0.0,0.0,0.0,1.0,,0.0,6.0,6.0,6.0,60.0,0.0,0.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,0,79,1,0.0,0,,,,,,,
186,26-27-efl-cup-coventry-city-vs-aston-villa-2026-09-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.0,0,,,,,,,
