id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90
370,i,0.0,0.0,5.9,108,8,-1,1,-1,1,13.5,31,12,1,0,1.0,311,104,0,8,0.5,326,110,0.1,0.2,0,56276,1751,1788162,625065,0.0,0.0,0.01,0.01,0.02,0.81,0.02,0.02,0.04,1.24,5.4,262,97,1.3,270,91,2.0,258,80,0.9,299,97,,,,3,,Jeremie,Frimpong,Frimpong,Hamstring injury - Expected back 14 Sep,2025-08-21T13:57:30.994073+00:00,59,0,0,0,0,0,0,0,0,0,0,1,4,,,,0.0,0.0,0.0,1.53,6.1
371,a,,,6.0,98,7,0,0,0,0,5.8,69,25,1,1,0.5,337,111,0,12,0.5,328,111,0.1,0.2,0,57825,28370,163308,53618,1.0,1.0,0.0,0.01,0.01,1.74,0.0,0.01,0.01,1.05,26.0,134,59,2.4,242,75,0.0,692,234,2.9,236,80,,,,3,,Milos,Kerkez,Kerkez,,,149,0,0,0,2,0,0,0,1,0,0,2,15,,,,0.0,0.0,1.21,1.21,9.06
372,a,,,6.0,85,6,0,0,0,0,1.2,174,65,0,0,0.0,690,233,0,-3,0.0,690,233,0.0,0.0,0,5994,3232,33704,10409,0.5,0.5,0.0,0.04,0.04,0.89,0.0,0.12,0.12,2.67,5.4,263,98,4.1,212,61,2.0,259,81,1.2,291,95,4.0,,,3,,Andrew,Robertson,Robertson,,,30,0,0,0,2,0,0,0,0,0,0,0,2,,,,0.0,0.0,6.0,0.0,6.0
373,a,,,6.0,84,5,0,0,0,0,24.4,13,3,6,3,3.0,135,55,0,21,3.0,128,54,0.5,1.0,0,234960,103233,240777,98842,3.5,3.5,0.18,0.01,0.19,2.63,0.09,0.0,0.09,1.32,88.0,5,2,1.2,275,94,25.0,57,7,11.4,34,5,,3.0,,3,,Virgil,van Dijk,Virgil,,,180,0,0,0,4,0,0,0,0,0,0,2,36,,,,0.0,0.0,2.0,1.0,18.0
374,a,,,5.5,142,18,0,0,0,0,2.9,100,40,1,0,0.5,336,110,0,11,0.5,319,108,0.1,0.2,0,34413,16207,69431,29630,1.0,1.0,0.0,0.01,0.01,2.63,0.0,0.0,0.0,1.32,34.6,97,42,1.6,262,86,0.0,666,229,3.6,201,69,,,,3,,Ibrahima,Konaté,Konaté,,,180,0,0,0,4,0,0,0,1,0,0,2,13,,,,0.0,0.0,2.0,1.0,6.5
27,a,,,5.0,251,158,0,0,0,0,0.1,458,155,0,0,0.0,620,263,0,0,0.0,620,263,0.0,0.0,0,2137,664,4955,2035,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,258,0.0,615,262,0.0,592,250,0.0,621,261,,,,3,,Reiss,Nelson,Nelson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
375,a,100.0,50.0,5.0,311,52,0,0,0,0,0.1,485,183,0,0,0.0,644,226,0,-7,0.0,644,226,0.0,0.0,0,2006,1272,5652,1680,0.5,0.2,0.0,0.01,0.01,0.16,0.0,0.09,0.09,1.44,4.0,285,104,1.3,266,89,2.0,247,77,0.7,306,102,,,,3,,Conor,Bradley,Bradley,,2025-08-10T23:00:06.506922+00:00,10,0,0,0,1,0,0,0,1,0,0,0,1,,,,0.0,0.0,9.0,0.0,9.0
376,a,100.0,100.0,5.0,240,36,0,0,0,0,0.1,454,170,1,0,1.0,270,97,0,-1,0.5,301,101,0.1,0.2,0,2430,982,2418,1244,1.0,1.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,1.05,2.4,299,109,0.4,304,108,0.0,586,214,0.3,330,115,,,,3,,Joe,Gomez,Gomez,,2025-08-10T23:00:06.519894+00:00,18,0,0,0,1,0,0,0,0,0,0,0,1,,,,0.0,0.0,5.0,0.0,5.0
377,a,,,4.9,347,56,-1,1,-1,1,0.1,473,178,0,0,0.0,600,215,0,0,0.0,600,215,0.0,0.0,0,799,337,3835,1186,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596,219,0.0,591,218,0.0,559,205,0.0,601,220,3.0,,,3,,Konstantinos,Tsimikas,Tsimikas,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
378,a,,,4.0,703,230,0,0,0,0,0.1,495,187,0,0,0.0,451,177,0,0,0.0,451,177,0.0,0.0,0,296,107,2275,748,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,182,0.0,434,182,0.0,388,158,0.0,452,185,,,,3,,Amara,Nallo,Nallo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
379,a,,,4.0,607,162,0,0,0,0,0.2,413,157,0,0,0.0,367,121,0,0,0.0,367,121,0.0,0.0,0,819,290,3809,1383,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,126,0.0,350,126,0.0,300,98,0.0,369,130,,,,3,,Rhys,Williams,R.Williams,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
380,a,,,4.0,651,189,0,0,0,0,0.2,399,150,0,0,0.0,404,141,0,0,0.0,404,141,0.0,0.0,0,872,296,3760,1335,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396,146,0.0,387,146,0.0,340,121,0.0,406,150,,,,3,,Calvin,Ramsay,Ramsay,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
381,a,,,14.5,1,1,0,0,0,0,53.6,2,1,13,5,6.5,33,13,1,60,6.5,30,12,0.4,0.9,0,316817,166163,252519,103088,7.0,7.0,0.26,0.32,0.58,2.63,0.13,0.16,0.29,1.32,70.0,15,7,62.1,17,15,57.0,19,8,18.9,7,4,,4.0,1.0,3,,Mohamed,Salah,M.Salah,,,180,1,1,0,4,0,0,0,0,0,0,2,12,,,,0.0,0.0,2.0,1.0,6.0
382,a,,,8.4,12,7,-1,1,-1,1,24.4,14,5,4,2,2.0,204,106,0,23,2.0,192,99,0.2,0.5,0,103052,56412,918558,345824,2.5,2.5,0.19,0.38,0.56,2.48,0.11,0.21,0.32,1.4,13.8,199,84,55.2,21,19,31.0,48,28,10.0,52,36,1.0,,,3,,Florian,Wirtz,Wirtz,,,160,0,0,0,3,0,0,0,0,0,0,2,12,,,,0.0,0.0,1.69,1.12,6.75
383,u,0.0,0.0,8.0,16,11,0,0,0,0,0.1,539,198,0,0,0.0,704,315,0,0,0.0,704,315,0.0,0.0,0,0,0,5502,996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705,315,0.0,705,315,0.0,705,315,0.0,705,315,,,,3,,Luis,Díaz Marulanda,Luis Díaz,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
384,a,,,7.6,20,13,1,-1,1,-1,11.0,37,11,17,10,8.5,13,5,2,63,8.5,11,4,1.1,2.2,0,477453,312856,141426,56066,9.0,9.0,0.26,0.51,0.77,2.63,0.13,0.26,0.39,1.32,87.6,6,2,61.9,18,16,54.0,21,10,20.4,2,1,,,2.0,3,,Cody,Gakpo,Gakpo,,,180,1,2,0,4,0,0,0,0,0,0,2,17,,,,0.0,0.0,2.0,1.0,8.5
385,a,,,6.5,53,37,0,0,0,0,0.4,284,89,7,1,3.5,117,47,0,31,3.5,111,42,0.5,1.1,0,11594,2752,7398,4832,4.0,4.0,0.16,0.0,0.16,0.16,0.8,0.0,0.8,0.8,36.4,88,33,0.6,296,158,17.0,104,68,5.5,131,68,,,,3,,Federico,Chiesa,Chiesa,,,18,1,0,0,1,0,0,0,0,0,0,0,2,,,,0.0,0.0,5.0,0.0,10.0
386,a,,,6.5,55,39,0,0,0,0,1.9,129,41,5,0,5.0,70,27,0,27,2.5,152,69,0.4,0.8,0,31780,10010,45106,24222,3.0,3.0,0.03,0.02,0.05,1.49,0.04,0.03,0.07,1.89,27.4,129,48,15.2,128,81,11.0,141,87,5.4,139,74,2.0,5.0,3.0,3,,Alexis,Mac Allister,Mac Allister,,,71,0,1,0,1,0,0,0,0,0,0,1,6,,,,0.0,0.0,1.27,1.27,7.61
387,a,,,6.5,57,40,0,0,0,0,1.8,140,44,4,2,2.0,198,101,0,30,2.0,186,94,0.3,0.6,0,16003,7839,52664,17669,2.5,2.5,0.1,0.1,0.2,2.63,0.05,0.05,0.1,1.32,23.6,147,54,32.2,56,43,26.0,54,31,8.2,80,51,5.0,2.0,,3,,Dominik,Szoboszlai,Szoboszlai,,,180,0,0,0,4,0,0,0,0,0,0,2,20,,,,0.0,0.0,2.0,1.0,10.0
388,a,,,5.4,197,127,-1,1,-1,1,0.1,487,167,3,2,1.5,223,114,0,20,1.5,214,109,0.3,0.6,0,1264,808,3901,1191,2.0,2.0,0.0,0.06,0.06,1.14,0.0,0.05,0.05,0.95,15.6,185,77,18.7,101,67,0.0,642,282,3.4,212,103,,,,3,,Curtis,Jones,C.Jones,,,108,0,0,0,3,0,0,0,0,0,0,1,11,,,,0.0,0.0,2.5,0.83,9.17
389,a,,,5.4,206,133,0,0,-1,1,0.1,439,147,1,1,1.0,285,142,0,2,0.5,310,154,0.1,0.2,0,1296,655,5774,1826,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,329,161,0.8,288,154,0.0,648,285,0.1,339,164,,,,3,,Harvey,Elliott,Elliott,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
390,a,100.0,100.0,5.5,162,100,0,0,0,0,0.4,286,90,7,7,7.0,24,9,1,28,3.5,108,39,0.6,1.3,0,16222,11751,5538,3083,4.0,4.0,0.02,0.01,0.03,0.93,0.02,0.01,0.03,0.93,40.6,70,29,6.3,196,118,7.0,180,104,5.4,136,71,,,,3,,Ryan,Gravenberch,Gravenberch,,2025-07-21T10:00:04.921035+00:00,90,1,0,0,2,0,0,0,1,0,0,1,8,,,,0.0,0.0,2.0,1.0,8.0
392,a,,,5.0,236,151,0,0,0,0,0.1,459,156,5,1,2.5,141,58,0,18,2.5,133,51,0.5,1.0,0,2355,617,3199,1546,3.0,3.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,2.58,24.6,143,52,10.7,168,105,0.0,585,247,3.5,205,100,,,,3,,Endo,Wataru,Endo,,,31,0,1,0,2,0,0,0,0,0,0,0,3,,,,0.0,0.0,5.81,0.0,8.71
393,a,,,4.5,500,276,0,0,0,0,0.0,578,228,0,0,0.0,542,213,0,0,0.0,542,213,0.0,0.0,0,502,164,1459,575,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534,203,0.0,529,209,0.0,498,193,0.0,540,206,,,,3,,Stefan,Bajčetić Maquieira,Bajcetic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
394,a,,,4.5,470,260,0,0,0,0,0.0,625,263,0,0,0.0,520,198,0,0,0.0,520,198,0.0,0.0,0,238,102,839,320,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511,188,0.0,506,194,0.0,474,178,0.0,518,191,,,,3,,James,McConnell,McConnell,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
395,u,0.0,0.0,4.5,436,242,0,0,0,0,0.0,695,307,0,0,0.0,500,182,0,0,0.0,500,182,0.0,0.0,0,0,0,205,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491,172,0.0,484,178,0.0,450,162,0.0,498,175,,,,3,,Tyler,Morton,Morton,Has joined Lyon permanently.,2025-08-11T01:13:11.403187+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
396,a,,,4.4,574,316,-1,1,-1,1,0.1,426,144,0,0,0.0,466,173,0,0,0.0,466,173,0.0,0.0,0,5932,5415,3578,1885,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,163,0.0,448,169,0.0,404,151,0.0,465,166,,,,3,,Trey,Nyoni,Nyoni,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
397,u,0.0,0.0,6.5,60,18,0,0,0,0,0.1,491,66,0,0,0.0,698,72,0,0,0.0,698,72,0.0,0.0,0,0,0,12665,2076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698,72,0.0,699,72,0.0,699,72,0.0,699,72,,,,3,,Darwin,Núñez Ribeiro,Darwin,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
31,i,0.0,0.0,6.5,51,16,0,0,0,0,0.0,590,70,0,0,0.0,696,71,0,0,0.0,696,71,0.0,0.0,0,367,124,1595,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696,71,0.0,697,71,0.0,697,71,0.0,697,71,,,,3,,Gabriel,Fernando de Jesus,G.Jesus,Knee injury - Unknown return date,2025-07-21T10:00:04.697564+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
398,a,,,4.5,482,60,0,0,0,0,0.1,442,62,0,0,0.0,528,40,0,0,0.0,528,40,0.0,0.0,0,1454,508,4472,1837,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520,38,0.0,515,38,0.0,483,38,0.0,526,40,,,,3,,Jayden,Danns,Danns,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
661,a,,,8.7,9,5,1,-1,2,-2,25.3,10,3,20,9,10.0,5,1,5,70,10.0,4,1,1.1,2.3,0,1035826,417083,186095,91136,10.5,10.5,1.35,0.08,1.43,2.27,0.81,0.05,0.86,1.36,92.6,2,1,46.8,27,1,60.0,14,6,19.9,5,2,,,,3,,Hugo,Ekitiké,Ekitiké,,,150,2,1,0,2,0,0,0,0,0,0,2,6,,,,0.0,0.0,1.2,1.2,3.6
686,a,,,4.5,552,309,0,0,0,0,0.3,315,102,6,6,6.0,36,14,0,27,3.0,118,45,0.7,1.3,0,24532,17648,6181,3863,3.5,3.5,0.37,0.0,0.37,0.0,33.3,0.0,33.3,0.0,34.0,101,38,0.1,315,166,17.0,100,65,5.1,148,78,,,,3,,Rio,Ngumoha,Ngumoha,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
692,a,,,5.0,337,55,0,0,0,0,0.0,658,223,0,0,0.0,658,228,0,0,0.0,658,228,0.0,0.0,0,755,375,421,292,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654,230,0.0,654,228,0.0,635,220,0.0,658,230,,,,3,,Giovanni,Leoni,Leoni,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
182,a,,,5.0,283,14,0,0,0,0,2.6,107,15,9,2,4.5,76,8,0,44,4.5,69,7,0.9,1.8,0,74176,17635,55070,28570,5.0,5.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.84,59.6,26,3,0.0,629,78,0.0,606,77,6.0,112,3,,,,3,,James,Trafford,Trafford,,,180,0,0,1,2,0,0,0,0,0,6,2,0,,,,3.0,0.5,1.0,1.0,0.0
399,a,,,5.4,188,4,0,0,-1,1,2.3,118,16,0,0,0.0,660,82,0,0,0.0,660,82,0.0,0.0,0,11328,4447,109029,31623,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656,82,0.0,656,79,0.0,637,79,0.0,660,82,,,,3,,Ederson,Santana de Moraes,Ederson M.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
400,a,,,4.9,339,16,-1,1,-1,1,0.2,339,50,0,0,0.0,593,79,0,0,0.0,593,79,0.0,0.0,0,607,191,6719,2161,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588,79,0.0,583,69,0.0,551,67,0.0,593,79,,,,3,,Stefan,Ortega Moreno,Ortega Moreno,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
401,i,0.0,0.0,4.0,593,49,0,0,0,0,0.2,423,61,0,0,0.0,356,34,0,0,0.0,356,34,0.0,0.0,0,766,48,3859,1959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,34,0.0,338,18,0.0,287,14,0.0,358,34,,,,3,,Marcus,Bettinelli,Bettinelli,Knock - Unknown return date,2025-08-22T12:00:07.134628+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
402,d,75.0,,6.1,81,3,1,-1,1,-1,19.3,22,6,10,1,5.0,69,30,1,35,5.0,62,28,0.8,1.6,0,411276,44541,506638,402102,4.1,5.5,0.04,0.02,0.06,0.64,0.03,0.02,0.05,0.51,30.4,118,53,13.9,136,41,3.0,230,70,4.7,160,51,,,,3,,Rayan,Aït-Nouri,Aït-Nouri,Ankle injury - 75% chance of playing,2025-08-23T22:30:06.169484+00:00,112,0,0,1,0,0,0,0,0,0,0,2,15,,,,0.0,0.8,0.0,1.61,12.05
403,i,0.0,0.0,5.9,113,9,0,0,-1,1,4.4,84,33,0,0,0.0,688,232,0,0,0.0,688,232,0.0,0.0,0,2237,891,614023,127711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687,234,0.0,690,234,0.0,687,233,0.0,689,234,,,,3,,Joško,Gvardiol,Gvardiol,Knock - Unknown return date,2025-08-15T14:00:07.606174+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
404,a,,,5.4,199,25,-1,1,-1,1,0.7,206,76,0,0,0.0,665,229,0,0,0.0,665,229,0.0,0.0,0,7350,2791,30679,11406,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662,231,0.0,661,229,0.0,644,221,0.0,666,231,,,,3,,Manuel,Akanji,Akanji,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
406,a,,,5.4,217,31,-1,1,-1,1,0.3,287,107,1,0,1.0,292,101,0,7,0.5,316,106,0.1,0.2,0,3184,1295,12721,5282,1.0,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.9,3.6,290,106,0.0,669,233,0.0,656,227,0.4,326,111,,,,3,,Abdukodir,Khusanov,Khusanov,,,8,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,11.25
407,a,,,5.4,207,27,-1,1,-1,1,0.4,280,103,1,0,1.0,286,99,0,5,0.5,311,103,0.1,0.2,0,3097,1210,16535,6242,1.0,1.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.79,3.8,287,105,1.2,273,93,0.0,649,223,0.5,318,106,,,4.0,3,,Matheus,Nunes,Matheus N.,,,24,0,0,0,0,0,0,0,0,0,0,0,4,,,,0.0,0.0,0.0,0.0,15.0
408,a,,,5.5,133,16,0,0,0,0,4.2,86,34,7,1,3.5,113,50,0,31,3.5,106,49,0.6,1.3,0,88822,40044,51626,25750,4.0,4.0,0.0,0.09,0.09,1.67,0.0,0.04,0.04,0.84,39.8,74,30,3.3,229,69,2.0,252,78,4.5,164,52,,,,3,,Rúben,dos Santos Gato Alves Dias,Rúben,,,180,0,0,1,2,0,0,0,0,0,0,2,11,,,,0.0,0.5,1.0,1.0,5.5
409,a,,,5.5,123,13,0,0,0,0,1.1,181,68,7,1,3.5,112,49,0,37,3.5,105,48,0.6,1.3,0,24049,10699,11945,6478,4.0,4.0,0.0,0.03,0.03,1.58,0.0,0.02,0.02,0.83,38.2,80,35,4.0,214,63,0.0,658,228,4.3,171,56,,,,3,,John,Stones,Stones,,,171,0,0,1,2,0,0,0,0,0,0,2,10,,,,0.0,0.53,1.05,1.05,5.26
410,a,,,5.0,302,49,0,0,0,0,4.0,89,35,12,1,6.0,38,12,2,44,6.0,34,11,1.2,2.4,1,288629,65663,67875,37261,6.5,6.5,0.02,0.67,0.69,1.46,0.01,0.39,0.4,0.85,45.6,54,16,27.9,68,15,13.0,121,19,8.6,72,15,,,,3,,Rico,Lewis,Lewis,,,155,0,1,1,2,0,0,0,0,0,0,2,12,,,,0.0,0.58,1.16,1.16,6.97
411,a,,,4.9,357,62,-1,1,-1,1,0.1,433,164,0,0,0.0,610,221,0,-2,0.0,610,221,0.0,0.0,0,1760,570,5526,1943,0.5,0.5,0.0,0.01,0.01,0.21,0.0,0.04,0.04,0.79,0.0,606,225,5.0,207,60,0.0,569,211,0.5,316,105,,,,3,,Nico,O'Reilly,O’Reilly,,,24,0,0,0,0,0,0,0,1,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
266,a,,,7.5,25,15,0,0,0,0,10.4,39,12,3,0,3.0,136,55,0,10,1.5,226,113,0.2,0.4,0,253089,156101,308518,139147,1.0,2.5,0.24,0.0,0.24,1.22,0.26,0.0,0.26,1.32,7.2,247,117,2.6,236,138,26.0,55,32,3.6,202,99,1.0,1.0,1.0,3,,Eberechi,Eze,Eze,,,83,0,0,1,0,0,0,0,0,0,0,1,7,,,,0.0,1.08,0.0,1.08,7.59
412,u,0.0,0.0,5.0,333,54,0,0,0,0,0.0,683,231,0,0,0.0,654,227,0,0,0.0,654,227,0.0,0.0,0,0,0,589,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650,229,0.0,650,227,0.0,631,219,0.0,654,229,,,,3,,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,Has joined Girona on loan for the rest of the season.,2025-08-11T01:23:23.836966+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
413,a,,,8.4,11,6,0,0,-1,1,7.7,56,19,2,1,1.0,328,170,0,10,1.0,275,139,0.1,0.2,0,70124,45242,447514,132816,1.5,1.5,0.77,0.01,0.78,0.83,0.9,0.01,0.91,0.97,13.0,203,87,3.6,221,130,42.0,29,14,5.9,117,65,2.0,1.0,2.0,3,,Omar,Marmoush,Marmoush,,,77,0,0,0,2,0,0,0,0,0,0,1,5,,,,0.0,0.0,2.34,1.17,5.84
414,a,100.0,100.0,8.0,15,10,0,0,0,0,1.4,158,50,1,1,1.0,327,169,0,8,0.5,339,172,0.1,0.1,0,17730,10721,44622,14392,1.0,1.0,0.18,0.02,0.2,0.36,1.08,0.12,1.2,2.16,5.6,259,122,14.3,132,84,12.0,134,84,3.2,224,110,3.0,3.0,,3,,Phil,Foden,Foden,,2025-08-10T23:00:06.53851+00:00,15,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,18.0
415,i,0.0,0.0,6.9,43,29,0,0,-1,1,0.5,243,81,0,0,0.0,701,313,0,0,0.0,701,313,0.0,0.0,0,422,160,58856,10321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701,312,0.0,702,313,0.0,702,313,0.0,702,313,,,,3,,Sávio,Moreira de Oliveira,Savinho,Knock - Expected back 14 Sep,2025-08-15T14:00:07.649098+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
417,a,,,6.5,62,44,0,0,0,0,8.0,53,16,7,1,3.5,118,48,0,32,3.5,112,43,0.5,1.1,0,149327,37157,201272,99100,4.0,4.0,0.06,0.47,0.53,0.83,0.08,0.6,0.68,1.07,50.2,43,20,28.3,66,49,15.0,113,73,9.4,59,42,,,,3,,Rayan,Cherki,Cherki,,,70,1,0,0,2,0,0,0,0,0,0,1,9,,,,0.0,0.0,2.57,1.29,11.57
418,a,,,6.4,71,50,-1,1,-1,1,1.0,184,61,4,1,2.0,194,98,0,5,2.0,182,91,0.3,0.6,0,12719,4647,39224,14553,2.5,2.5,0.0,0.27,0.27,0.84,0.0,0.24,0.24,0.75,2.2,309,153,15.2,127,80,12.0,131,81,2.8,245,118,,,3.0,3,,Jérémy,Doku,Doku,,,101,0,0,1,0,0,0,0,0,0,0,1,2,,,,0.0,0.89,0.0,0.89,1.78
420,a,,,6.4,67,47,0,0,-1,1,0.2,410,138,0,0,0.0,693,309,0,0,0.0,693,309,0.0,0.0,0,1086,490,8025,2670,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692,307,0.0,694,309,0.0,693,308,0.0,693,308,4.0,4.0,,3,,İlkay,Gündoğan,Gündoğan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
421,a,100.0,100.0,6.4,70,49,0,0,-1,1,0.6,232,78,1,1,1.0,316,161,0,7,0.5,331,165,0.1,0.2,0,8195,4707,22340,7039,1.0,1.0,0.05,0.02,0.07,0.36,0.3,0.12,0.42,2.16,5.4,264,124,11.4,158,98,17.0,102,66,3.4,214,105,,,,3,,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,,2025-08-10T23:00:06.55172+00:00,15,0,0,0,0,0,0,0,0,0,0,0,5,,,,0.0,0.0,0.0,0.0,30.0
422,i,0.0,0.0,6.0,83,56,0,0,0,0,0.0,676,296,0,0,0.0,689,307,0,0,0.0,689,307,0.0,0.0,0,116,39,449,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689,305,0.0,691,307,0.0,688,306,0.0,690,306,,,,3,,Mateo,Kovačić,Kovačić,Achilles injury - Expected back 13 Sep,2025-07-21T10:00:04.940328+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
423,a,,,6.0,95,64,0,0,0,0,0.1,502,174,4,1,2.0,193,97,0,42,2.0,181,90,0.3,0.7,0,2774,986,3019,1254,2.5,2.5,0.05,0.07,0.12,1.31,0.03,0.04,0.07,0.72,35.2,94,35,12.3,146,92,6.0,198,113,5.3,144,76,,,,3,,Nico,González Iglesias,N.Gonzalez,,,164,0,0,1,2,0,0,0,1,0,0,2,17,,,,0.0,0.55,1.1,1.1,9.33
