player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,defensive_contributions
409,25-26-prem-arsenal-vs-manchester-city,3,0,0,0,0.0,0.0,0,0,0,1,3,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,1,0,1,0,0,0.0,1,100,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0
415,25-26-prem-arsenal-vs-manchester-city,3,0,0,0,0.0,0.00402906,0,0,0,0,9,3,50,0.0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,1,2,1,33,0,0.0,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,1
25,25-26-prem-arsenal-vs-manchester-city,6,0,0,0,0.0,0.00186228,0,0,0,0,7,5,83,0.0,1,0,0.0,0,0.0,0,0,1,0,0,0,1,1,1,0,0.0,1,100,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,1
685,25-26-prem-afc-bournemouth-vs-newcastle-united,90,0,0,0,0.0,0.0288639,0,0,0,2,76,63,95,1.0,6,0,0.0,1,50,0,3,3,0,3,3,0,6,4,2,100,4,50,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2,0,90,0,0,0,10
74,25-26-prem-afc-bournemouth-vs-newcastle-united,90,0,0,0,0.0,0.0104177,0,0,0,1,75,51,91,0.0,6,0,0.0,1,50,0,2,10,0,3,2,1,1,2,1,33,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,15
90,25-26-prem-afc-bournemouth-vs-newcastle-united,62,0,0,1,0.04,0.0174168,0,1,0,0,56,37,80,0.0,7,0,0.0,2,33,1,1,5,0,2,2,1,3,2,3,60,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,100,50,0.0,2,0,0,0,0,0,10
684,25-26-prem-afc-bournemouth-vs-newcastle-united,83,0,0,0,0.0,0.0171036,0,0,0,0,46,26,81,0.0,3,0,0.0,1,50,0,4,2,2,6,3,0,4,4,2,50,2,50,0,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,2,0,0,0,0,0,16
477,25-26-prem-afc-bournemouth-vs-newcastle-united,90,0,0,0,0.0,0.0189744,0,2,0,1,62,28,82,0.0,7,0,0.0,3,100,1,0,3,0,3,3,0,4,2,4,67,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,67,50,0.0,2,0,90,0,0,0,8
497,25-26-prem-afc-bournemouth-vs-newcastle-united,90,0,0,0,0.0,0.0205126,0,0,0,1,58,43,86,1.0,3,0,0.0,1,33,1,1,5,0,1,1,0,3,0,2,100,1,100,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0.0,50,0.0,2,0,90,0,0,0,9
549,25-26-prem-sunderland-vs-aston-villa,1,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0.0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,1,0,1,100,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,1,90,0,0,0,1
82,25-26-prem-afc-bournemouth-vs-newcastle-united,90,0,0,1,0.06,0.0505488,0,2,0,1,47,16,76,1.0,2,0,0.0,1,33,2,0,10,0,1,0,3,7,11,6,40,1,33,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,1,40,67,0.0,3,0,90,0,0,0,14
473,25-26-prem-afc-bournemouth-vs-newcastle-united,90,0,0,0,0.0,0.0316552,0,2,0,1,71,27,77,0.0,12,0,0.0,4,50,2,0,7,1,0,0,0,11,7,10,63,1,50,4,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,50,50,0.0,4,0,90,0,0,0,12
494,25-26-prem-afc-bournemouth-vs-newcastle-united,61,0,0,0,0.0,0.00534216,0,1,0,1,32,12,80,0.0,0,0,0.0,0,0.0,4,1,4,0,0,0,1,6,5,6,67,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,50,100,0.0,4,0,0,0,0,0,9
713,25-26-prem-afc-bournemouth-vs-newcastle-united,45,0,0,2,0.08,0.00817264,0,0,0,2,38,21,91,0.0,1,0,0.0,0,0.0,2,0,2,0,0,0,0,4,4,3,50,1,50,1,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,2,0,0,0,0,0,5
86,25-26-prem-afc-bournemouth-vs-newcastle-united,62,0,0,0,0.0,0.0342714,0,0,0,2,47,24,71,1.0,3,0,0.0,0,0.0,0,0,4,0,2,0,2,2,3,1,25,1,100,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,6
489,25-26-prem-afc-bournemouth-vs-newcastle-united,61,0,0,2,0.08,0.0510311,1,1,0,4,32,13,68,0.0,5,1,100,1,50,0,0,1,0,1,0,0,2,1,1,50,1,100,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,50,0.0,0.3381,0,0,0,0,0,0,2
699,25-26-prem-burnley-vs-nottingham-forest,75,0,1,1,0.02,0.0231184,0,0,0,3,67,50,89,1.0,4,0,0.0,0,0.0,1,0,2,0,0,0,0,3,1,3,100,0,0.0,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,0,1,0,0,3
707,25-26-prem-liverpool-vs-everton,4,0,0,0,0.0,0.00248243,0,0,0,0,4,4,100,0.0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0
97,25-26-prem-afc-bournemouth-vs-newcastle-united,90,0,0,1,0.08,0.0197735,0,0,0,3,24,10,83,1.0,0,0,0.0,0,0.0,1,0,4,0,1,1,1,2,6,1,50,1,17,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0.0,100,0.0,1,0,90,0,0,0,5
486,25-26-prem-afc-bournemouth-vs-newcastle-united,28,0,0,0,0.0,0.00241868,0,0,0,1,15,5,83,0.0,1,0,0.0,0,0.0,0,0,1,0,2,1,0,1,0,1,100,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,3
77,25-26-prem-afc-bournemouth-vs-newcastle-united,45,0,0,1,0.0,0.00437168,0,0,0,1,25,10,67,0.0,3,0,0.0,0,0.0,0,0,0,0,4,2,0,3,0,0,0.0,3,100,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,4
87,25-26-prem-afc-bournemouth-vs-newcastle-united,27,0,0,1,0.01,0.0220129,0,0,0,1,29,14,78,0.0,4,0,0.0,1,33,0,1,3,0,1,1,0,3,3,2,40,1,100,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,5
84,25-26-prem-afc-bournemouth-vs-newcastle-united,74,0,0,2,0.06,0.0334753,0,3,0,1,48,20,87,1.0,5,0,0.0,0,0.0,0,1,3,0,2,1,1,5,11,4,31,1,33,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,43,0.0,0.0,1,0,0,0,0,0,7
669,25-26-prem-burnley-vs-nottingham-forest,75,0,0,0,0.0,0.178562,0,0,0,6,42,20,77,1.0,0,2,50,0,0.0,0,1,3,0,1,0,2,4,5,3,38,1,100,2,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,6
697,25-26-prem-afc-bournemouth-vs-newcastle-united,15,0,0,0,0.0,0.00079715,0,0,0,0,8,4,100,0.0,0,0,0.0,0,0.0,0,0,3,0,0,0,0,1,0,1,100,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,90,0,0,0,4
487,25-26-prem-afc-bournemouth-vs-newcastle-united,28,0,0,0,0.0,0.00245312,0,0,0,2,12,4,57,0.0,2,0,0.0,0,0.0,0,0,2,0,0,0,0,0,1,0,0.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,2
81,25-26-prem-afc-bournemouth-vs-newcastle-united,27,0,0,1,0.11,0.00446359,1,0,0,0,11,5,71,0.0,2,0,0.0,1,100,0,0,1,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.147,0,0,90,0,0,0,2
714,25-26-prem-afc-bournemouth-vs-newcastle-united,83,0,0,0,0.0,0.0155244,0,1,0,4,37,12,67,0.0,3,0,0.0,0,0.0,0,1,1,0,0,0,0,4,11,2,25,2,29,1,1,0,0,0.0,0.0,0,0,0,0.0,0,0,1,33,0.0,0.0,0,0,0,0,0,0,2
480,25-26-prem-afc-bournemouth-vs-newcastle-united,6,0,0,0,0.0,0.00000134,0,0,0,0,4,2,100,0.0,0,0,0.0,0,0.0,0,0,0,0,2,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,2
500,25-26-prem-afc-bournemouth-vs-newcastle-united,6,0,0,0,0.0,0.0,0,0,0,0,4,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,2,0,0.0,1,33,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,0,0,0,0
317,25-26-prem-fulham-vs-brentford,90,0,0,1,0.22,0.0123612,0,0,0,3,91,60,86,0.0,9,0,0.0,8,50,1,1,3,0,12,10,0,4,1,3,100,1,50,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,0.0,2,0,90,1,0,0,18
318,25-26-prem-fulham-vs-brentford,90,0,0,1,0.01,0.00384909,0,0,0,0,74,54,96,0.0,2,0,0.0,4,100,1,2,4,2,5,4,0,3,1,2,67,1,100,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,1,0,0,14
322,25-26-prem-fulham-vs-brentford,90,0,0,0,0.0,0.0152331,0,0,0,0,84,51,88,1.0,2,0,0.0,0,0.0,2,0,4,0,5,3,0,5,4,3,50,2,67,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,67,0.0,3,0,90,1,0,0,12
330,25-26-prem-fulham-vs-brentford,90,0,0,0,0.0,0.00941835,0,0,0,1,50,32,82,1.0,3,0,0.0,1,50,1,0,5,0,4,2,0,2,1,1,50,1,100,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,1,0,0,10
292,25-26-prem-liverpool-vs-everton,85,0,0,0,0.0,0.17274,0,0,0,2,46,20,74,1.0,4,0,0.0,2,33,1,0,3,1,4,0,0,1,5,1,20,0,0.0,0,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,0,2,0,0,9
287,25-26-prem-liverpool-vs-everton,90,0,0,0,0.0,0.0258679,0,0,0,0,44,21,54,0.0,14,0,0.0,9,33,0,0,6,0,1,0,0,0,0,0,0.0,0,0.0,0,0,1,2,1.18,-0.82,3,21,9,0.0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,7
328,25-26-prem-fulham-vs-brentford,90,0,1,1,0.05,0.0091955,1,0,0,6,56,28,82,0.0,3,1,33,1,50,2,0,1,1,3,0,0,5,3,4,67,1,50,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,0.0235,4,0,90,1,0,0,9
314,25-26-prem-fulham-vs-brentford,90,0,0,0,0.0,0.00063495,0,0,0,0,46,23,68,0.0,3,0,0.0,4,27,0,0,6,0,1,0,0,3,0,1,100,2,100,2,0,2,1,0.88,-0.12,0,23,4,0.0,1,0,0,0.0,0.0,0.0,0,0,90,1,0,0,7
332,25-26-prem-fulham-vs-brentford,85,0,0,3,0.09,0.25114,0,0,0,2,60,38,83,2.0,5,1,50,0,0.0,0,1,2,0,1,1,0,5,5,3,43,2,67,2,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,5
526,25-26-prem-burnley-vs-nottingham-forest,15,0,0,1,0.04,0.0296923,1,0,0,1,4,3,100,1.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,2,0,0.0,1,33,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0584,0,0,90,1,0,0,0
516,25-26-prem-burnley-vs-nottingham-forest,31,0,0,1,0.01,0.027172,0,0,0,0,24,15,94,2.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0
64,25-26-prem-sunderland-vs-aston-villa,90,0,0,0,0.0,0.00274821,0,0,1,3,16,4,67,0.0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,3,3,3,75,0,0.0,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,100,0.0,1,0,90,1,0,0,2
677,25-26-prem-sunderland-vs-aston-villa,72,0,0,1,0.25,0.0670244,1,0,1,3,34,16,84,0.0,2,0,0.0,1,100,0,0,4,1,2,1,0,4,7,3,38,1,33,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.1283,1,0,0,1,0,0,8
